"Company
(Maker-if known)","Company
Location","Broad Bean
Origin","Specific Bean Origin
or Bar Name","Bean
Type","Cocoa
Percent",Rating,Flavours of Cocoa Rating System,"Review
Date",REF
Hotel Chocolat (Coppeneur),U.K.,Peru,"Chanchamayo, Pichanadi, 2012, 60hr c.", ,100%,3,satisfactory,2013,1109
Hotel Chocolat (Coppeneur),U.K.,Ecuador,"Los Rios, H. Iara, 2012, 120hr c.",Forastero (Nacional),100%,2,Disappointing,2013,1113
Hotel Chocolat (Coppeneur),U.K.,Dominican Republic,"Conacado, 2012, 120hr c.", ,100%,3,satisfactory,2013,1113
Hotel Chocolat (Coppeneur),U.K.,Madagascar,Sambirano,"Trinitario, Criollo",66%,3,satisfactory,2012,809
Hotel Chocolat (Coppeneur),U.K.,Ecuador,"Los Rios, H. Iara, 96hr c.",Forastero (Nacional),80%,3,satisfactory,2011,623
Hotel Chocolat (Coppeneur),U.K.,St. Lucia,"Island Growers, 120hr c.",Trinitario,65%,3,satisfactory,2011,623
Hotel Chocolat (Coppeneur),U.K.,St. Lucia,"Island Growers, 96hr c.",Trinitario,65%,3,satisfactory,2011,623
Hotel Chocolat (Coppeneur),U.K.,Ecuador,Ecuador, ,70%,3,satisfactory,2010,552
Hotel Chocolat (Coppeneur),U.K.,Dominican Republic,Santo Domingo, ,70%,3,satisfactory,2010,552
Hotel Chocolat (Coppeneur),U.K.,Venezuela,Chuao,Trinitario,70%,3,satisfactory,2010,600
Hotel Chocolat (Coppeneur),U.K.,St. Lucia,St. Lucia, ,72%,3,satisfactory,2008,245
Hotel Chocolat (Coppeneur),U.K.,Uganda,Uganda,Forastero,80%,2,Disappointing,2008,296
Hotel Chocolat (Coppeneur),U.K.,Tanzania,Tanzania, ,75%,3,satisfactory,2008,296
Hotel Chocolat (Coppeneur),U.K.,Sao Tome & Principe,Uba Budo,Forastero,72%,3,satisfactory,2008,300
Hummingbird,Canada,Vietnam,Lam Dong,Trinitario,70%,3,satisfactory,2015,1542
Hummingbird,Canada,Bolivia,Bolivia,"Criollo, Trinitario",70%,3,satisfactory,2014,1307
Hummingbird,Canada,Bolivia,"Bolivia, Bo-nib-ia, w/ nibs","Criollo, Trinitario",70%,3,satisfactory,2014,1311
Hummingbird,Canada,Nicaragua,Momotombo,Trinitario,70%,3,satisfactory,2014,1311
Hummingbird,Canada,Dominican Republic,Hispaniola,Trinitario,70%,3.75,Praiseworthy,2014,1311
Hummingbird,Canada,Dominican Republic,Zorzal Reserva w/ Charles Kerchner, ,70%,3,satisfactory,2014,1387
Hummingbird,Canada,Venezuela,"Ocumare, Cumboto","Trinitario, Criollo",70%,3,satisfactory,2013,1097
Hummingbird,Canada,Venezuela,Amazonas,Forastero,70%,3.75,Praiseworthy,2013,1097
Idilio (Felchlin),Switzerland,Venezuela,"Chuao, Venezuela",Trinitario,72%,3.75,Praiseworthy,2013,1085
Idilio (Felchlin),Switzerland,Venezuela,Coopertiva Amazona,Criollo,72%,3.75,Praiseworthy,2011,725
Idilio (Felchlin),Switzerland,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.", ,72%,3.75,Praiseworthy,2011,725
Idilio (Felchlin),Switzerland,Venezuela,"Choroni, Finca Torres, 48hr c.",Criollo,72%,3,satisfactory,2011,729
Idilio (Felchlin),Switzerland,Venezuela,"Ocumare, H. Cata, 48hr c.",Criollo,72%,3.75,Praiseworthy,2011,733
Idilio (Felchlin),Switzerland,Venezuela,"Porcelana, Zulia",Criollo,74%,4,Premium,2011,733
Idilio (Felchlin),Switzerland,Venezuela,"Ocumare, H. Cata, w/ nibs",Criollo,72%,3,satisfactory,2011,737
Idilio (Felchlin),Switzerland,Venezuela,"Carenero Superior, Urrutia, Barlovento",Trinitario,70%,4,Premium,2011,737
Idilio (Felchlin),Switzerland,Venezuela,Coopertiva Amazona w/ nibs,Criollo,72%,4,Premium,2011,737
Idilio (Felchlin),Switzerland,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs", ,72%,4,Premium,2011,737
Indah,India,India,India (south), ,61%,2,Disappointing,2016,1788
Indaphoria,U.S.A.,Dominican Republic,La Red, ,70%,3,satisfactory,2012,821
Indaphoria,U.S.A.,Dominican Republic,"Conacado, Manifesto", ,70%,3,satisfactory,2012,907
Indi,U.S.A.,Honduras,Honduras, ,77%,3,satisfactory,2014,1255
iQ Chocolate,Scotland,Peru,"Satipo region, white label",Criollo,72%,3,satisfactory,2012,943
iQ Chocolate,Scotland,Peru,black label, ,72%,3,satisfactory,2012,943
Isidro,U.S.A.,Madagascar,Madagascar,Trinitario,72%,3,satisfactory,2014,1275
Isidro,U.S.A.,Peru,Peru, ,72%,2,Disappointing,2014,1279
Isidro,U.S.A.,Belize,Belize,Trinitario,72%,3,satisfactory,2014,1279
Isidro,U.S.A.,Dominican Republic,Dominican Republic, ,72%,3,satisfactory,2014,1279
Izard,U.S.A.,Belize,"Maya Mountain, Toledo, Batch 29",Trinitario,70%,3,satisfactory,2015,1542
Izard,U.S.A.,Dominican Republic,"Elvesia P., Batch 32", ,70%,3,satisfactory,2015,1546
Jacque Torres,U.S.A.,Ghana,Trinatario Treasure,Trinitario,71%,2,Disappointing,2006,5
Jordis,Czech Republic,Madagascar,Madagascar,Trinitario,63%,3,satisfactory,2015,1534
Just Good Chocolate,U.S.A.,Belize,Belize,Trinitario,70%,3,satisfactory,2014,1375
Just Good Chocolate,U.S.A.,Madagascar,Madagascar,Trinitario,70%,3,satisfactory,2014,1375
Just Good Chocolate,U.S.A.,Peru,Peru, ,70%,4,Premium,2014,1375
Kah Kow,Domincan Republic,Dominican Republic,"Rizek Cacao, Cibao Valley, Domin. Rep.", ,70%,3,satisfactory,2013,1061
Kah Kow,Domincan Republic,Dominican Republic,"Rizek Cacao, Domin. Rep.", ,82%,3,satisfactory,2013,1069
Kah Kow,Domincan Republic,Dominican Republic,"Rizek Cacao, Domin. Rep.", ,55%,3,satisfactory,2013,1069
Kah Kow,Domincan Republic,Dominican Republic,"Rizek Cacao, Domin. Rep.", ,62%,3,satisfactory,2013,1073
Kakao,Germany,Peru,Peru, ,64%,2,Disappointing,2012,837
Kakao,Germany,Vanuatu,Vanuatu,Trinitario,65%,3.75,Praiseworthy,2009,387
Kallari (Ecuatoriana),Ecuador,Ecuador,Sisa 36hr/ W. F. blend prototype, ,70%,3,satisfactory,2008,241
Kallari (Ecuatoriana),Ecuador,Ecuador,Sisa's Secret/ original micro, ,70%,3,satisfactory,2008,241
Kallari (Ecuatoriana),Ecuador,Ecuador,Roberto, ,75%,3,satisfactory,2008,245
Kallari (Ecuatoriana),Ecuador,Ecuador,Diego/ original micro, ,85%,2,Disappointing,2008,248
Kallari (Ecuatoriana),Ecuador,Ecuador,Diego 48hr/ W.F. blend prototype, ,85%,3,satisfactory,2008,248
Kallari (Ecuatoriana),Ecuador,Ecuador,Diego 60hr/ W.F. blend prototype, ,85%,3,satisfactory,2008,248
Kallari (Ecuatoriana),Ecuador,Ecuador,Cacao Nacional W.F., ,75%,2,Disappointing,2008,263
Kallari (Ecuatoriana),Ecuador,Ecuador,Cacao Nacional W.F., ,85%,3,satisfactory,2008,269
Kaoka (Cemoi),France, ,Noir, ,70%,3,satisfactory,2009,404
Kaoka (Cemoi),France,Ecuador,Ecuador, ,80%,3,satisfactory,2009,423
Kerchner,U.S.A.,Dominican Republic,"La Red, Project Reserva, Guaconejo", ,70%,3.75,Praiseworthy,2013,1133
Ki' Xocolatl,Mexico,Mexico,Dark, ,72%,2,Disappointing,2009,431
Kiskadee,U.S.A.,Dominican Republic,"La Red, Guanconjeco",Trinitario,60%,3,satisfactory,2014,1251
Kto,U.S.A.,Peru,San Martin, ,72%,2,Disappointing,2014,1422
Kto,U.S.A.,Venezuela,Ocumare, ,72%,3,satisfactory,2014,1422
Kto,U.S.A.,Belize,Belize,Trinitario,72%,3,satisfactory,2014,1422
Kto,U.S.A.,Madagascar,Sambirano Valley,Trinitario,72%,3,satisfactory,2014,1422
Kto,U.S.A.,Belize,Belize,Trinitario,90%,3,satisfactory,2014,1426
Kto,U.S.A.,Dominican Republic,Elvesia, ,72%,3,satisfactory,2014,1426
Kto,U.S.A.,Dominican Republic,ROIG, ,72%,3,satisfactory,2014,1426
K'ul,U.S.A.,Haiti,"Kafupbo, Petit Bourg, De Borgnes", ,70%,3,satisfactory,2016,1840
K'ul,U.S.A.,Peru,"Maranon, Fortunato No. 4",Forastero (Nacional),70%,3,satisfactory,2016,1852
K'ul,U.S.A.,Ecuador,"Los Rios, Hacienda Limon, Heirloom", ,70%,3.75,Praiseworthy,2016,1852
K'ul,U.S.A.,Brazil,"Bahia, Fazenda Camboa",Forastero,70%,3.75,Praiseworthy,2016,1852
Kyya,U.S.A.,Uganda,Uganda,Forastero,72.50%,2,Disappointing,2014,1359
Kyya,U.S.A.,Dominican Republic,Hispaniola, ,72.50%,3,satisfactory,2014,1359
Kyya,U.S.A.,Ecuador,Ecuador, ,72.50%,2,Disappointing,2014,1363
Kyya,U.S.A.,Madagascar,Madagascar,Trinitario,72.50%,3,satisfactory,2014,1363
L.A. Burdick (Felchlin),U.S.A.,Peru,Peru, ,74%,3,satisfactory,2012,891
L.A. Burdick (Felchlin),U.S.A.,Brazil,Brazil, ,70%,4,Premium,2012,891
L.A. Burdick (Felchlin),U.S.A.,Venezuela,Chuao,Trinitario,68%,3.75,Praiseworthy,2012,927
L.A. Burdick (Felchlin),U.S.A.,Ecuador,Quito, ,74%,3.75,Praiseworthy,2011,682
L.A. Burdick (Felchlin),U.S.A.,Grenada,Grenada,Trinitario,75%,3,satisfactory,2010,576
L.A. Burdick (Felchlin),U.S.A.,Dominican Republic,Dominican Republic, ,74%,3.75,Praiseworthy,2010,576
L.A. Burdick (Felchlin),U.S.A.,Venezuela,Venzuela, ,71%,3,satisfactory,2010,597
L.A. Burdick (Felchlin),U.S.A.,Madagascar,Madagascar,Trinitario,64%,3,satisfactory,2009,431
L.A. Burdick (Felchlin),U.S.A.,Bolivia,Bolivian, ,68%,3,satisfactory,2009,451
La Chocolaterie Nanairo,Japan,Peru,"Lumas, 2015 Harvest, Batch 6, brown sugar","Trinitario, Criollo",70%,2,Disappointing,2016,1892
La Chocolaterie Nanairo,Japan,Peru,"Lumas, 2015 Harvest, Batch 7","Trinitario, Criollo",70%,2,Disappointing,2016,1892
La Chocolaterie Nanairo,Japan,Peru,"Tumbes, 2013 Harvest, Batch 8",Criollo,70%,3,satisfactory,2016,1892
La Chocolaterie Nanairo,Japan,Belize,"Belize, 2014 Harvest, Batch 9","Trinitario, Criollo",70%,3,satisfactory,2016,1892
La Maison du Chocolat (Valrhona),France,"Trinidad, Tobago",Tobago, ,60%,3,satisfactory,2013,1145
La Maison du Chocolat (Valrhona),France,Ecuador,"Acarigua, w/ nibs", ,56%,3,satisfactory,2013,1189
La Maison du Chocolat (Valrhona),France,Dominican Republic,Loma Sotavento, ,66%,3,satisfactory,2012,891
La Maison du Chocolat (Valrhona),France,Grenada,Grenada,Trinitario,68%,3,satisfactory,2011,741
La Maison du Chocolat (Valrhona),France,Ghana,Akosombo,Forastero,68%,3,satisfactory,2009,346
La Maison du Chocolat (Valrhona),France,Venezuela,"Porcelana, Pariguan",Criollo (Porcelana),69%,3,satisfactory,2009,346
La Maison du Chocolat (Valrhona),France, ,Kuruba, ,60%,3,satisfactory,2009,439
La Maison du Chocolat (Valrhona),France, ,Orinoco, ,60%,3.75,Praiseworthy,2009,445
La Maison du Chocolat (Valrhona),France,Venezuela,"Cuana, 2008",Blend,74%,3,satisfactory,2008,230
La Oroquidea,Peru,Peru,Peruvian Amazon, ,72%,2,Disappointing,2011,721
La Pepa de Oro,Ecuador,Ecuador,Vinces, ,60%,3,satisfactory,2011,713
Laia aka Chat-Noir,France,Madagascar,"Madagascar, Batch 59/100",Trinitario,75%,3,satisfactory,2015,1590
Laia aka Chat-Noir,France,Vietnam,"Vietnam, Batch 50/100",Trinitario,75%,3,satisfactory,2015,1590
Laia aka Chat-Noir,France,Cuba,"Cuba, Batch 59/100", ,75%,3,satisfactory,2015,1590
Laia aka Chat-Noir,France,Peru,"Peru, Batch 51/100", ,75%,3,satisfactory,2015,1590
Laia aka Chat-Noir,France,Ivory Coast,"Ivory Coast, Batch 56/100", ,75%,3,satisfactory,2015,1594
Laia aka Chat-Noir,France,Sao Tome & Principe,"Sao Tome, Batch 151",Forastero,75%,3,satisfactory,2015,1638
Laia aka Chat-Noir,France,Brazil,"Bahia, Batch 148", ,75%,3,satisfactory,2015,1642
Laia aka Chat-Noir,France,Vietnam,"Lam Dong, Batch 153",Trinitario,75%,3.75,Praiseworthy,2015,1642
Laia aka Chat-Noir,France,Cuba,Cuba, ,70%,3,satisfactory,2014,1434
Laia aka Chat-Noir,France,"Trinidad, Tobago",Trinidad-Tobago, ,68%,3,satisfactory,2014,1438
Lajedo do Ouro,Brazil,Brazil,Catongo,Forastero (Catongo),70%,3,satisfactory,2012,927
Lake Champlain (Callebaut),U.S.A.,Tanzania,Tanzania, ,75%,2,Disappointing,2009,327
L'Amourette,U.S.A.,Nicaragua,Rugoso,Trinitario,80%,3,satisfactory,2016,1784
L'Amourette,U.S.A.,Venezuela,Carenero Superior,Trinitario,75%,3,satisfactory,2012,833
L'Amourette,U.S.A.,Venezuela,Rio Caribe,Trinitario,75%,3,satisfactory,2012,833
L'Amourette,U.S.A.,Peru,Blend,Criollo,72%,3,satisfactory,2012,853
Letterpress,U.S.A.,Honduras,"La Masica, Batch 7, FHIA", ,70%,3,satisfactory,2017,1952
Letterpress,U.S.A.,Belize,"Maya Mtn, Batch 18, Heirloom", ,70%,3,satisfactory,2017,1952
Letterpress,U.S.A.,Liberia,Liberia, ,70%,3,satisfactory,2016,1728
Letterpress,U.S.A.,Bolivia,Beniamo, ,70%,3,satisfactory,2015,1562
Letterpress,U.S.A.,Trinidad,"San Juan Estate, Gran Couva",Trinitario,70%,3,satisfactory,2015,1562
Letterpress,U.S.A.,Costa Rica,San Andres, ,70%,3,satisfactory,2015,1566
Letterpress,U.S.A.,Dominican Republic,"La Red, Guaconejo", ,70%,3,satisfactory,2015,1566
Letterpress,U.S.A.,Tanzania,Kokoa Kamili, ,70%,3,satisfactory,2015,1566
Letterpress,U.S.A.,Peru,Maranura,Forastero (Nacional),70%,3,satisfactory,2014,1371
Levy,Finland,Madagascar,Sambirano,Criollo,71%,3,satisfactory,2014,1231
Lilla,Finland,Madagascar,Madagascar,Trinitario,70%,3,satisfactory,2016,1856
Lillie Belle,U.S.A.,Peru,Perfect Illusion,Criollo,65%,3,satisfactory,2012,855
Lillie Belle,U.S.A.,Bolivia,"Bolivia, Wild Thing",Criollo,68%,3,satisfactory,2012,903
Lillie Belle,U.S.A.,Peru,La Selva, ,68%,3.75,Praiseworthy,2012,903
Lillie Belle,U.S.A.,Venezuela,Purple Haze, ,75%,3,satisfactory,2012,947
Lillie Belle,U.S.A.,Dominican Republic,"The Other One, Grand Cru", ,74%,3,satisfactory,2012,947
Lillie Belle,U.S.A.,Bolivia,Wild Thing,Criollo,68%,3,satisfactory,2012,947
Lindt & Sprungli,Switzerland, ,Excellence (US Version), ,85%,3,satisfactory,2007,157
Loiza,Puerto Rico,Puerto Rico,Puerto Rico, ,65%,2,Disappointing,2013,1049
Lonohana,U.S.A.,Hawaii,"Haleiwa, O'ahu; Lonohana E., Kanahiku", ,70%,3.75,Praiseworthy,2014,1383
Lonohana,U.S.A.,Hawaii,"Haleiwa E, O'ahu, 2014", ,65%,3,satisfactory,2014,1395
Lonohana,U.S.A.,Hawaii,"Haleiwa E, O'ahu, 2014", ,75%,3.75,Praiseworthy,2014,1395
Lonohana,U.S.A.,Hawaii,"Opaeula Estate, O'ahu, Nene, CG Exclusive", ,71%,3,satisfactory,2013,1093
Lonohana,U.S.A.,Hawaii,"Opaeula Estate, O'ahu, Ele'ele", ,72%,3,satisfactory,2013,1097
Lonohana,U.S.A.,Hawaii,"Hawaiian Crown, Kona Vanilla", ,70%,3,satisfactory,2013,1097
Love Bar,U.S.A.,Nicaragua,Nicaragua, ,75%,2,Disappointing,2015,1502
Luker,Colombia,Colombia,Selva, ,46%,3,satisfactory,2010,552
Luker,Colombia,Colombia,Macondo, ,60%,3,satisfactory,2010,552
Luker,Colombia,Colombia,Misterio, ,58%,3,satisfactory,2010,552
Luker,Colombia,Colombia,Santander, ,65%,3,satisfactory,2010,552
Machu Picchu Trading Co.,Peru,Peru,Peru, ,70%,1,Unpleasant,2011,721
Machu Picchu Trading Co.,Peru,Peru,Peru, ,55%,2,Disappointing,2010,552
Madecasse (Cinagra),Madagascar,Madagascar,Madagascar,Trinitario,67%,3,satisfactory,2008,284
Madecasse (Cinagra),Madagascar,Madagascar,Madagascar,Trinitario,70%,3.75,Praiseworthy,2008,284
Madecasse (Cinagra),Madagascar,Madagascar,Madagascar,Trinitario,63%,4,Premium,2008,284
Madecasse (Cinagra),Madagascar,Madagascar,Madagascar,Trinitario,75%,3,satisfactory,2008,288
Madre,U.S.A.,Solomon Islands,Guadalcanal, ,73%,3,satisfactory,2017,1940
Madre,U.S.A.,Puerto Rico,Puerto Rico, ,70%,3,satisfactory,2013,1085
Madre,U.S.A.,Brazil,Brazil, ,70%,3,satisfactory,2013,1085
Madre,U.S.A.,Hawaii,"Choobua, Kona", ,70%,3,satisfactory,2013,1089
Madre,U.S.A.,Mexico,"Xocunusco, Chiapas, Pichucalco", ,70%,3,satisfactory,2013,1089
Madre,U.S.A.,Hawaii,"Hamakua Coast, Kokoleka", ,70%,3,satisfactory,2012,991
Madre,U.S.A.,Hawaii,"Criollo, Hawaii",Criollo,70%,3,satisfactory,2012,995
Madre,U.S.A.,Hawaii,Kaua'i, ,70%,3,satisfactory,2012,995
Madre,U.S.A.,Dominican Republic,Dominican, ,70%,2,Disappointing,2011,672
Madre,U.S.A.,Costa Rica,Upala, ,70%,3,satisfactory,2011,693
Madre,U.S.A.,Mexico,"Chiapas, Triple Cacao", ,72%,3,satisfactory,2010,607
Maglio,Italy,Tanzania,Africa, ,75%,2,Disappointing,2008,300
Maglio,Italy,Ecuador,Ecuador,Forastero (Nacional),70%,3,satisfactory,2008,308
Maglio,Italy,Cuba,Cuba,Criollo,70%,3,satisfactory,2008,308
Maglio,Italy,Dominican Republic,Santo Domingo,"Blend-Forastero,Criollo",70%,3.75,Praiseworthy,2008,308
Majani,Italy,Ecuador,Ecuador, ,70%,2,Disappointing,2010,531
Malagasy (Chocolaterie Robert),Madagascar,Madagascar,Sambirano 2006,Trinitario,75%,3,satisfactory,2007,184
Malagasy (Chocolaterie Robert),Madagascar,Madagascar,Mora Mora 2006,Trinitario,73%,3,satisfactory,2007,184
Malagos,Philippines,Philippines,"Davao, Mt. Talamo foothills",Trinitario,65%,3,satisfactory,2013,1121
Malie Kai (Guittard),U.S.A.,Hawaii,"O'ahu, N. Shore, Waialua Estate w/ nibs", ,55%,3,satisfactory,2010,502
Malie Kai (Guittard),U.S.A.,Hawaii,"O'ahu, N. Shore, Waialua Estate",Blend,55%,3,satisfactory,2009,311
Malmo,Sweden,Venezuela,Chuao, ,70%,3,satisfactory,2016,1856
Mana,U.S.A.,Ecuador,Ecuador, ,74%,2,Disappointing,2015,1446
Mana,U.S.A.,Peru,Peru, ,74%,2,Disappointing,2014,1219
Mana,U.S.A.,Venezuela,Venezuela, ,74%,3,satisfactory,2014,1219
Mana,U.S.A.,Dominican Republic,Conacado, ,74%,3.75,Praiseworthy,2012,821
Manifesto Cacao,Colombia,Colombia,Colombia, ,70%,3,satisfactory,2014,1331
Manoa,U.S.A.,Papua New Guinea,Markham Valley, ,72%,3,satisfactory,2015,1522
Manoa,U.S.A.,Costa Rica,Coto Brus, ,72%,3.75,Praiseworthy,2015,1522
Manoa,U.S.A.,Hawaii,"Waiahole, O'ahu", ,72%,3.75,Praiseworthy,2013,1089
Manoa,U.S.A.,Liberia,"Liberia, #174", ,72%,3,satisfactory,2012,1003
Manoa,U.S.A.,Hawaii,"Hamakua, Hawaiian Crown, #176", ,72%,3,satisfactory,2012,1007
Manoa,U.S.A.,Peru,Piura, ,72%,3,satisfactory,2012,1007
Manoa,U.S.A.,Hawaii,"Oahu, Winward, #151, Maunawili district", ,72%,3,satisfactory,2012,1007
Manufaktura Czekolady,Poland,Nicaragua,Johe, ,70%,3.75,Praiseworthy,2016,1844
Manufaktura Czekolady,Poland,Peru,Peru, ,70%,3,satisfactory,2016,1848
Manufaktura Czekolady,Poland,Venezuela,Porcelana,Criollo,70%,3.75,Praiseworthy,2014,1255
Manufaktura Czekolady,Poland,Colombia,Kolumbia, ,85%,3,satisfactory,2014,1279
Manufaktura Czekolady,Poland,Dominican Republic,Grand Cru Dominican Republic, ,70%,3,satisfactory,2012,871
Manufaktura Czekolady,Poland,Ghana,Grand Cru Ghana,Forastero,70%,3,satisfactory,2012,871
Manufaktura Czekolady,Poland,Ecuador,Grand Cru Ecuador, ,70%,3,satisfactory,2012,875
Map Chocolate,U.S.A.,Vietnam,"Ben Tre, Surprise Valley",Trinitario,75%,3,satisfactory,2016,1896
Map Chocolate,U.S.A.,Dominican Republic,"ROIG, 2014","Criollo, Trinitario",70%,3,satisfactory,2015,1474
Map Chocolate,U.S.A.,Peru,"Maranon, 2014",Forastero (Nacional),62%,3,satisfactory,2015,1474
Map Chocolate,U.S.A.,Ecuador,Ecuador,Trinitario,70%,3,satisfactory,2015,1478
Map Chocolate,U.S.A.,Trinidad,"San Juan Estate, Cherry Blossoms at Night",Trinitario,70%,3,satisfactory,2015,1606
Map Chocolate,U.S.A.,Nicaragua,"A case of the Xerces Blues, triple roast", ,70%,3,satisfactory,2015,1606
Map Chocolate,U.S.A.,Peru,"Tumbes, Dear Mr. Finley, 2014",Criollo,68%,3,satisfactory,2015,1606
Map Chocolate,U.S.A.,Colombia,Colombia, ,75%,3,satisfactory,2015,1610
Map Chocolate,U.S.A.,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast", ,72%,3,satisfactory,2015,1610
Map Chocolate,U.S.A.,Honduras,Le Chocolat Chaud, ,78%,3,satisfactory,2015,1634
Marana,Peru,Peru,Piura, ,70%,3,satisfactory,2016,1872
Marana,Peru,Peru,Cusco, ,70%,3,satisfactory,2016,1884
Marana,Peru,Peru,San Martin, ,70%,3,satisfactory,2016,1884
Marigold's Finest,Canada, ,Cacao Nib Crunch, ,75%,3,satisfactory,2016,1808
Marou,Vietnam,Vietnam,"Tan Phu Dong Island, Heart of Darkness",Trinitario,85%,3,satisfactory,2015,1650
Marou,Vietnam,Vietnam,Ben Tre,Trinitario,68%,3,satisfactory,2015,1650
Marou,Vietnam,Vietnam,"Dak Lak, Batch 2451",Trinitario,70%,3.75,Praiseworthy,2015,1650
Marou,Vietnam,Vietnam,"Tan Phu Dong, Treasure Island",Trinitario,75%,3,satisfactory,2013,1149
Marou,Vietnam,Vietnam,Ba Ria,Trinitario,76%,3,satisfactory,2012,845
Marou,Vietnam,Vietnam,Dong Nai,Trinitario,72%,3,satisfactory,2012,845
Marou,Vietnam,Vietnam,"Tien Giang, Gao Co-op",Trinitario,70%,3,satisfactory,2012,845
Marou,Vietnam,Vietnam,Ben Tre,Trinitario,78%,3,satisfactory,2012,849
Marou,Vietnam,Vietnam,Tien Giang,Trinitario,80%,3,satisfactory,2012,895
Marou,Vietnam,Vietnam,Lam Dong,Trinitario,74%,3,satisfactory,2012,955
Mars,U.S.A.,Costa Rica,"Matina 1-6, prototype", ,65%,3,satisfactory,2010,537
Mars,U.S.A.,Ivory Coast,Ivory Coast, ,65%,3,satisfactory,2010,544
Mars,U.S.A.,Nigeria,Nigeria, ,65%,3,satisfactory,2010,544
Mars,U.S.A.,Ghana,"Ghana, prototype",Forastero,65%,3,satisfactory,2010,544
Marsatta,U.S.A.,Dominican Republic,Dominican Republic, ,74%,2,Disappointing,2013,1189
Marsatta,U.S.A.,Dominican Republic,Dominican Republic, ,89%,2,Disappointing,2013,1189
Martin Mayer,Austria,Bolivia,Alto Beni, ,76%,3,satisfactory,2016,1836
Martin Mayer,Austria,Haiti,Pisa, ,82%,3,satisfactory,2016,1836
Martin Mayer,Austria,Colombia,Tumaco, ,74%,3,satisfactory,2016,1836
Mast Brothers,U.S.A.,Guatemala,Guatemala, ,76%,3,satisfactory,2015,1450
Mast Brothers,U.S.A.,Tanzania,Tanzania, ,74%,3,satisfactory,2015,1450
Mast Brothers,U.S.A.,Peru,French Laundry 20th Anniversary,Blend,75%,3.75,Praiseworthy,2014,1359
Mast Brothers,U.S.A.,Peru,Shake Shack,Blend,73%,3,satisfactory,2012,959
Mast Brothers,U.S.A.,Venezuela,Chuao,Trinitario,73%,3,satisfactory,2012,999
Mast Brothers,U.S.A., ,Brooklyn Blend, ,72%,3,satisfactory,2011,672
Mast Brothers,U.S.A.,Venezuela,"Chuao, Med. Roast",Trinitario,76%,3,satisfactory,2011,701
Mast Brothers,U.S.A.,Venezuela,"Chuao, Dark Roast",Trinitario,70%,3,satisfactory,2011,709
Mast Brothers,U.S.A.,Venezuela,"Chuao, Light Roast",Trinitario,81%,3,satisfactory,2011,713
Mast Brothers,U.S.A.,Belize,Moho River,Trinitario,70%,3,satisfactory,2011,773
Mast Brothers,U.S.A.,Papua New Guinea,Papua New Guinea, ,71%,3,satisfactory,2011,777
Mast Brothers,U.S.A.,Peru,San Martin, ,75%,3,satisfactory,2011,777
Mast Brothers,U.S.A.,Dominican Republic,Conacado, ,73%,3,satisfactory,2011,777
Mast Brothers,U.S.A.,Dominican Republic,"La Red de Guanconejo, N. Highlands coop", ,74%,3.75,Praiseworthy,2011,777
Mast Brothers,U.S.A.,Venezuela,Patanemo,Criollo,81%,3,satisfactory,2010,572
Mast Brothers,U.S.A.,Venezuela,Ocumare de la Costa, ,75%,3,satisfactory,2010,572
Mast Brothers,U.S.A.,Dominican Republic,"Dominican Republic, Coop", ,70%,3,satisfactory,2010,572
Matale,Australia,Vanuatu,"Malekula P., 2013",Trinitario,72%,3,satisfactory,2013,1177
Matale,Australia,Madagascar,"Somia, 2013",Trinitario,68%,4,Premium,2013,1177
Matale,Australia,Papua New Guinea,"Kulili P., 2013",Trinitario,74%,4,Premium,2013,1177
Matale,Australia,"PNG, Vanuatu, Mad",Blend,Trinitario,70%,3.75,Praiseworthy,2013,1181
Maverick,U.S.A.,Belize,Maya Mountain,Trinitario,70%,3,satisfactory,2014,1367
Maverick,U.S.A.,Dominican Republic,Elvesia, ,70%,3,satisfactory,2014,1367
Maverick,U.S.A.,Peru,Tumbes,Criollo,82%,3,satisfactory,2014,1430
Maverick,U.S.A.,Peru,"Morropon, Norandiono Coop, Piura",Criollo,63%,3,satisfactory,2014,1430
Mayacama,U.S.A.,Dominican Republic,Hispaniola, ,72%,3,satisfactory,2016,1728
Meadowlands,U.S.A.,Bolivia,Bolivia, ,70%,2,Disappointing,2014,1287
Meadowlands,U.S.A.,Venezuela,Venezuela, ,70%,3,satisfactory,2014,1287
Meadowlands,U.S.A.,Belize,Belize,Trinitario,70%,3,satisfactory,2014,1287
Meadowlands,U.S.A.,Nicaragua,"Nicaragua, w/ inbs", ,70%,3,satisfactory,2014,1291
Meadowlands,U.S.A.,Dominican Republic,Dominican Republic, ,70%,3,satisfactory,2014,1291
Menakao (aka Cinagra),Madagascar,Madagascar,Madagascar,Trinitario,80%,2,Disappointing,2012,837
Menakao (aka Cinagra),Madagascar,Madagascar,Madagascar,Trinitario,72%,2,Disappointing,2012,841
Mesocacao,Honduras,El Salvador,El Salvador, ,80%,3,satisfactory,2015,1494
Mesocacao,Honduras,El Salvador,El Salvador, ,70%,3,satisfactory,2015,1494
Mesocacao,Honduras,Honduras,Honduras, ,80%,3,satisfactory,2014,1347
